original-id,name-tr,name-alt-tr,address-tr,country-tr,province-tr,district-tr,sub-district-tr,locality-tr,street-tr,street-side-tr,house,address-add-tr,landmark-tr,lon,lat,phone,url,rubric-id,working-time,actualization-date,rubric-keys,source-url,rubric-tr,chain-id
,Kahve Dünyası - MKM Akatlar,,Uğur Mumcu Cad. MKM Kültür Merkezi No:1 34335 Beşiktaş,Türkiye,İstanbul,,,,,,,,,29.027615,41.09247,+90 (212) 3514250,http://www.kahvedunyasi.com/magazalarimiz/,,,,,,,
,Kahve Dünyası - Moda,,Moda Mah. Moda Cad. Aylin Apt. No:188 D:3 34710 Kadıköy,Türkiye,İstanbul,,,,,,,,,29.02366,40.98058,+90 (216) 4142124,http://www.kahvedunyasi.com/magazalarimiz/,,,,,,,
,Kahve Dünyası - Nişantaşı,,Güzelbahçe Sok. Gül Apt. No:21 34365 Şişli,Türkiye,İstanbul,,,,,,,,,28.994489,41.053197,+90 (212) 2192848,http://www.kahvedunyasi.com/magazalarimiz/,,,,,,,
,Kahve Dünyası - Nişantaşı City's,,Teşvikiye Cad. City's Nişantaşı Alışveriş Merkezi No:162 K:-3 34360 Şişli,Türkiye,İstanbul,,,,,,,,,28.992826,41.051061,+90 (212) 3732120,http://www.kahvedunyasi.com/magazalarimiz/,,,,,,,
,Kahve Dünyası - Nuruosmaniye,,Mollafenari Mah. Nuruosmaniye Cad. No:79 34120 Fatih,Türkiye,İstanbul,,,,,,,,,28.972033,41.010194,+90 (212) 5273282,http://www.kahvedunyasi.com/magazalarimiz/,,,,,,,
,Kahve Dünyası - Özyeğin Üniversitesi,,Nişantepe Mah. Orman Sok. 34794 Çekmeköy,Türkiye,İstanbul,,,,,,,,,29.25892,41.031948,+90 (216) 5255035,http://www.kahvedunyasi.com/magazalarimiz/,,,,,,,
,Kahve Dünyası - Palladium AVM,,Barbaros Mah. Halk Cad. Palladium Alışveriş Merkezi No:8 K:2 34746 Ataşehir,Türkiye,İstanbul,,,,,,,,,29.100189,40.98595,+90 (216) 6631966,http://www.kahvedunyasi.com/magazalarimiz/,,,,,,,
,Kahve Dünyası - Sabiha Gökçen Havalimanı,,İstanbul Sabiha Gökçen Havalimanı 34890 Pendik,Türkiye,İstanbul,,,,,,,,,29.314809,40.908342,+90 (216) 5888726,http://www.kahvedunyasi.com/magazalarimiz/,,,,,,,
,Kahve Dünyası - Sabiha Gökçen Havalimanı,,İstanbul Sabiha Gökçen Havalimanı 34890 Pendik,Türkiye,İstanbul,,,,,,,,,29.314641,40.907852,+90 (216) 5888724,http://www.kahvedunyasi.com/magazalarimiz/,,,,,,,
,Kahve Dünyası - Sabiha Gökçen Havalimanı,,İstanbul Sabiha Gökçen Havalimanı 34890 Pendik,Türkiye,İstanbul,,,,,,,,,29.31518,40.908088,+90 (216) 5888792,http://www.kahvedunyasi.com/magazalarimiz/,,,,,,,
,Kahve Dünyası - Sabiha Gökçen Havalimanı,,İstanbul Sabiha Gökçen Havalimanı 34890 Pendik,Türkiye,İstanbul,,,,,,,,,29.315318,40.908096,+90 (216) 5888721,http://www.kahvedunyasi.com/magazalarimiz/,,,,,,,
,Kahve Dünyası - Star City AVM,,Köyaltı Mevki Merkez Mah. Değirmenbahçe Cad. Kavak Sok. StarCity Outlet Center No:2 K:2 34197 Bahçelievler,Türkiye,İstanbul,,,,,,,,,28.815957,41.011398,+90 (212) 6034105,http://www.kahvedunyasi.com/magazalarimiz/,,,,,,,
,Kahve Dünyası - Suadiye,,Bağdat Cad. Hayırlı Apt. No:462 D:1 34740 Kadıköy,Türkiye,İstanbul,,,,,,,,,29.087172,40.957163,+90 (216) 3627913,http://www.kahvedunyasi.com/magazalarimiz/,,,,,,,
,Kahve Dünyası - Şişhane,,Şahkulu Mah. Meşrutiyet Cad. No:127 34421 Beyoğlu,Türkiye,İstanbul,,,,,,,,,28.972165,41.027782,+90 (212) 2448712,http://www.kahvedunyasi.com/magazalarimiz/,,,,,,,
,Kahve Dünyası - Şişli Metro,,Fulya Mah. Büyükdere Cad. 34394 Şişli,Türkiye,İstanbul,,,,,,,,,28.992375,41.064006,+90 (212) 2168806,http://www.kahvedunyasi.com/magazalarimiz/,,,,,,,
,Kahve Dünyası - Taksim Metro,,Merkez 34437 Beyoğlu,Türkiye,İstanbul,,,,,,,,,28.986426,41.037049,+90 (212) 2562890,http://www.kahvedunyasi.com/magazalarimiz/,,,,,,,
,Kahve Dünyası - Torium AVM,,Saadetdere Mah. 68. Sok. Torium No:50 K:Giriş D:D25 34513 Esenyurt,Türkiye,İstanbul,,,,,,,,,28.688172,41.003759,+90 (212) 6207415,http://www.kahvedunyasi.com/magazalarimiz/,,,,,,,
,Kahve Dünyası - Ulus,,Ulus Mah. Adnan Saygun Cad. Pelin Apt. No:19 34340 Beşiktaş,Türkiye,İstanbul,,,,,,,,,29.028282,41.073261,+90 (212) 2653123,http://www.kahvedunyasi.com/magazalarimiz/,,,,,,,
,Kahve Dünyası - Ümraniye Canpark Avm,,Yamanevler Mah. Alemdağ Cad. CANPARK No:169 K:Zemin D:12 34768 Ümraniye,Türkiye,İstanbul,,,,,,,,,29.106409,41.024815,+90 (216) 5104231,http://www.kahvedunyasi.com/magazalarimiz/,,,,,,,
,Kahve Dünyası - Yenibosna Metro,,Merkez 34180 Bahçelievler,Türkiye,İstanbul,,,,,,,,,28.836904,40.989449,+90 (212) 5604797,http://www.kahvedunyasi.com/magazalarimiz/,,,,,,,
,Kahve Dünyası - Yeşilköy,,Ümraniye Mah. İstasyon Cad. Yonca Apt. No:52 D:1-2 34149 Bakırköy,Türkiye,İstanbul,,,,,,,,,28.82102,40.9581,+90 (212) 5738126,http://www.kahvedunyasi.com/magazalarimiz/,,,,,,,
,Kahve Dünyası - Zeytinburnu Metro,,Merkez 34140 Bakırköy,Türkiye,İstanbul,,,,,,,,,28.889954,41.001743,+90 (212) 5100937,http://www.kahvedunyasi.com/magazalarimiz/,,,,,,,
,Kahve Dünyası - Ziverbey,,Fahrettin Kerim Gökay Cad. Ziverbey Park İş Merkezi No:128 D:A/1 34724 Kadıköy,Türkiye,İstanbul,,,,,,,,,29.055329,40.984537,+90 (216) 5667177,http://www.kahvedunyasi.com/magazalarimiz/,,,,,,,
,Kahve Dünyası Atlaspark AVM,,Abdurrahman Gazi Mah. Fatih Bulvarı No:67 2K:25  34920 Sultanbeyli,Türkiye,İstanbul,,,,,,,,,29.256247,40.969300,+90 (216) 3988896,http://www.kahvedunyasi.com/magazalarimiz/,,,,,,,
,Kahve Dünyası Genel Müdürlük,,Ömeravni Mah. Meclisi Mebusan Cad. İnebolu Sok. Ekemen Han No:1 K:1 D:1 34427 Beyoğlu,Türkiye,İstanbul,,,,,,,,,28.991268,41.033253,+90 (212) 2440700,http://www.kahvedunyasi.com/magazalarimiz/,,,,,,,
,Kahve Dünyası Kozzy AVM,,Bayar Cad. Buket Sk. No:20/1 34742 Kozyatağı, İstanbul 34742 Kadıköy,Türkiye,İstanbul,,,,,,,,,29.090563,40.970338,+90 (216) 6580065,http://www.kahvedunyasi.com/magazalarimiz/,,,,,,,
,Kahve Dünyası Kumport Al-Götür,,Marmara Mah. Liman Cad. No:43 34524 Beylikdüzü,Türkiye,İstanbul,,,,,,,,,28.6803878,40.971101,+90 (212) 8757753,http://www.kahvedunyasi.com/magazalarimiz/,,,,,,,
,Kahve Dünyası Sirkeci Al-Götür,,Hoca Paşa Mahallesi Ankara Caddesi No:42 34112 Fatih-Sirkeci,Türkiye,İstanbul,,,,,,,,,28.933333,41.016667,+90 (212) 5110106,http://www.kahvedunyasi.com/magazalarimiz/,,,,,,,
,Kahve Dünyası Diyarbakır Forum AVM,,Fabrika Mah. Elazığ Cad. Yenişehir 21100 Merkez,Türkiye,Diyarbakır,,,,,,,,,40.182774,37.958591,+90 (412) 5022438,http://www.kahvedunyasi.com/magazalarimiz/,,,,,,,
,Kahve Dünyası - Trabzon Forum AVM,,Değirmendere Mah. Devlet Sahilyolu Cad. Forum Trabzon Z Blok No:101 K:Giriş D:1/A 61100 Merkez,Türkiye,Trabzon,,,,,,,,,39.760013,41.000087,+90 (462) 3300633,http://www.kahvedunyasi.com/magazalarimiz/,,,,,,,
